Date	Time	Location	Description
04-26-12	1300	9 Lot on McCormick Road	LARCENY
04-26-12	2300	University Avenue & Newcomb Road South	DRUG/NARCOTIC
04-27-12	0504	Lane Road	FOUND PROPERTY
04-27-12	0500	Madison Hall	SUSPICIOUS CIRCUMSTANCE
04-27-12	0630	Chemistry Building	PROPERTY FOUND
04-27-12	0705	Lee St. NO P.I.	VEHICLE ACCIDENT
04-27-12	1041	Dunglison Dorms	LARCENY
04-27-12	1730	McCormick Road	LOST PROPERTY
04-28-12	1800	145 McCormick Road	ASSIST CITIZEN MEDICAL
04-29-12	0225	200 block Emmet Street	DIP
04-29-12	0235	223 Fitzhugh Dorm	ASSIST MEDICAL
04-29-12	1450	Abbott Center Kitchen	LARCENY
04-30-12	0543	2025 Ivy Road	DUI
04-30-12	0430	900 Block West Main Street	DRUG VIOLATION
04-30-12	2200	525 McCormick Road	LOST PROPERTY
6-01-12	0550	668 Massie Road	THEFT FROM VEHICLE
06-01-12	0840	914 Emmet Street	SUSPICIOUS CIRCUMSTANCE
06-02-12	1112	John Paul Jones Arena	LARCENY
06-03-12	0348	380 Emmet Street	DRUNK IN PUBLIC
06-03-12	0925	The Lawn	LOST PROPERTY
06-03-12	2244	434 Lanningan Lane	DOMESTIC ASSAULT
06-03-12	2000	UVA Emergency Room	ASSIST AGENCY
06-04-12	1200	1215 Lee Street	ASSULT
06-04-12	1354	UVA Medical Center (5 East)	ASSIST AGENCY
06-05-12	0430	Harvest Drive	DUI
06-05-12	1350	1001 Emmet Street	FRAUD
06-05-12	1720	Darden Garage	LARCENY
06-06-12	1404	Lee Street	TRAFFIC ACCIDENT
06-06-12	1348	UVA Hospital	LARCENY
06-06-12	1554	UVA Hospital	DRUNK IN PUBLIC
06-06-12	2200	2025 Ivy Road	DRUG VIOLATION
06-07-12	0630	1215 Lee Street	ASSIST OTHER AGENCY
06-07-12	0953	1215 Lee Street NO PI	TRAFFIC ACCIDENT
06-07-12	1243	515 Edgemont Road	VANDALISM
06-07-12	2330	571 McCormick Road	ASSIST CITIZEN
06-08-12	0920	Observatory Mountain	SUICIDE
06-08-12	1230	Old Dump Road	ASSIST AGENCY
06-08-12	1400	525 Alderman Road	LARCENY
06-08-12	1515	163 Rugby Road	LARCENY
06-09-12	0630	1826 University Avenue	TRESPASS
06-09-12	1554	570 Edgemont Road	DRUG VIOLATION
06-11-12	0815	1215 Lee Street	VEHICLE ACCIDENT
06-11-12	2050	1335 Lee Street	LARCENY
06-11-12	2130	2304 Ivy Road	FOUND PROPERTY
06-12-12	0940	135 Hospital Drive	VANDALISM
6-12-12	1350	1321 Lee Street	BREAKING AND ENTERING
06-13-12	1510	UVA Student Health	ASSIST CITIZEN
06-13-12	1120	Lee Street Garage NO PI	TRAFFIC ACCIDENT
06-13-12	1616	Gilmer Hall	LOST PROPERTY
06-14-12	1230	Scott Stadium	ASSIST AGENCY
06-14-12	1000	JPJ Arena NO PI	TRAFFIC ACCIDENT
06-15-12	0400	1215 Lee St	ASSIST CITIZEN MENTAL
06-15-12	0912	1215 Lee St	ASSIST AGENCY
06-16-12	1141	UVA Hospital 6 East	ASSIST AGENCY
06-16-12	2316	100 Block of Roosevelt Brown Blvd.	DRIVING SUSPENDED
06-18-12	0333	1826 University Avenue	VANDALISM
06-18-12	0751	500 Edgemont Road	LARCENY
06-18-12	1930	1215 Lee Street	WARRANT SERVICE
06-19-12	1320	200 Culbreth Road	TRAFFIC ACCIDENT
06-19-12	1734	South Parking Lot Scott Stadium No PI	HIT & RUN
06-19-12	2350	1215 Lee Street	DRUG VIOLATION
06-20-12	0830	575 Alderman Road	PROPERTY DAMAGE
06-20-12	0954	1215 Lee Street	PROPERTY LOST
06-20-12	1500	1215 Lee Street	SIMPLE ASSAULT
06-20-12	1317	415 Lane Road	PROPERTY DAMAGE
06-20-12	1554	Snyder Tennis Courts	LARCENY OTHER
06-21-12	0730	Dunnington House	VANDALISM
06-21-12	1035	Lane Road NO PI	VEHICLE ACCIDENT
06-21-12	2221	UVA Hospital East Garage	PROPERTY DAMAGE
06-22-12	0600	1560 University Ave.	TRESPASS
06-22-12	1000	1717 University Ave.	SUSPICIOUS CIRCUMSTANCE
06-22-12	1700	2304 Ivy Road	SUSPCIOUS CIRCUMSTANCE
06-22-12	2210	x	x
06-22-12	2250	1321 Lee St.	FIRE
06-22-12	2234	Claude Moore Auditorium	PROPERTY FOUND
06-23-12	0200	UVA Hospital ER	ASSIST AGENCY
06-23-12	1420	UVA Hospital East Garage	VANDALISM
06-24-12	0410	West Main Street	NARCOTICS VIOLATION
06-25-12	0500	136 Hospital Drive	LIQUOR VIOLATION
06-25-12	0140	136 Hospital Drive	DRUNK IN PUBLIC
06-25-12	0600	Barracks Road & Milmont Street	DUI
06-25-12	1511	East Garage Level D	PROPERTY DAMAGE
06-25-12	1400	Kluge Children’s Rehabilitation Center	PROPERTY DAMAGE
06-25-12	1520	UVA Hospital	ASSIST AGENCY
06-25-12	1615	1210 Lee Street	SUSPICIOUS CIRCUMSTANCES
06-25-12	2311	1215 Lee Street	FOUND PROPERTY
06-26-12	0430	1136 Emmet Street	DUI
06-26-12	0731	417 Emmet Street	DUI
06-26-12	0805	1210 Lee Street	ASSIST CITIZEN MEDICAL
06-26-12	0930	1415 JPA	BREAKING & ENTERING
06-27-12	2113	1215 Lee Street	DRUG VIOLATION
06-28-12	0600	Barracks Road Shopping Center	UNAUTHORIZED USE
06-28-12	1015	6 Building	LARCENY
06-28-12	1522	5 Building	ASSIST AGENCY
06-29-12	1109	Scott Stadium	TRESPASSING
06-29-12	1300	UVA Hospital	ASSIST AGENCY
06-29-12	1210	KCRC PI	TRAFFIC ACCIDENT
06-29-12	1408	Sponsors Hall	VANDALISM
06-29-12	1525	UVA Radiology	THREATENING PHONE CALLS
06-29-12	1750	122 Engineer’s Way	LARCENY
06-29-12	220	1215 Lee Street	ASSIST AGENCY
06-30-12	2120	1215Lee St.	Animal Bite
OCC:	07-01-12	160 McCormick Road	LARCENY
07-01-12	0600	1826 University Avenue	FOUND PROPERTY
07-01-12	0815	11th Street Garage	VANDALISM
07-02-12	0200	1215 Lee Street	SIMPLE ASSAULT
07-02-12	1130	11th Street Parking Garage	PROPERTY FOUND
07-02-12	1110	1200 Lee Street	STATE OWNED VEHICLE CRASH
07-02-12	2155	Alderman RD & Twyman RD	DRUG/NARCOTIC VIOLATION
07-03-12	0430	Emmet St & Massie Rd	DUI
07-03-12	1818	450 Whitehead Rd	LARCENY
07-04-12	0200	248 McCormick Road	VANDALISM
07-04-12	0400	450 Whitehead Road	FOUND PROPERTY
07-04-12	1055	1215 Lee Street	ASSIST AGENCY/WARRANT
07-04-12	1210	Hall East Parking Lot	PROPERTY DAMAGE
07-04-12	1400	1215 Lee Street	HYDRALIC SPILL
07-04-12	1700	203 Sprigg Lane	UNLAWFUL FILMING
07-04-12	2205	1210 Lee Street	FIREWORKS
07-05-12	0630	1217 Lee Street	PROPERTY DAMAGE
07-05-12	0600	Ivy Road & Colonnade Drive	DUI
07-06-12	0745	Newcomb Hall	LARCENY
07-06-12	0800	Nameless Field	LARCENY
07-06-12	1518	Aquatic Fitness Center	LOST PROPERTY
07-06-12	2042	Gooch Dorm	SUSPICIOUS CIRCUMSTANCES
07-06-12	2150	1210 Lee Street	PROPERTY DAMAGE
07-07-12	1900	500 Monroe Lane	SUSPICIOUS INCIDENT
07/08/2012	0300	1600 JPA	DRIVING UNDER INFLUENCE
07/08/12	0418	14th Street	DRUNK IN PUBLIC
07/08/12	0500	Colonnade Drive	TRAFFIC STOP
07/08/2012	0900	100 McCormick Rd	ASSIST MEDICAL
07/08/12	1815	1225 Lee St	ASSIST MEDICAL
07/08/12	2034	UVA Hospital	Asist Agency
07-09-2012	1428	1300 JPA	FRAUD
07-10-12	1100	Clark Hall	SUSPICIOUS CIRCUMSTANCES
07-10-12	1330	JPJ Parking Garage	LARCENY
07-10-12	1415	Reactor Building	LARCENY
7-10-12	1820	794 Alderman Rd	PROPERTY DAMAGE
07-11-12	0545	2115 Hydraulic Rd	DUI
07-11-12	1006	UVA Multi Story Office	LARCENY FROM BUILDING
07-11-12	1923	1335 Lee St	PROPERTY FOUND
07-11-12	2155	21 Hospital Drive	TRESPASS
07-12-12	1123	500 Valley Road	FOUND PROPERTY
07-12-12	0712	Higher Grounds	LARCENY
07-12-12	1053	Parking and Transportation	VANDALISM
07-12-12	1730	1300 Jefferson Park Avenue	B & E
07-12-12	2215	1215 Lee Street	SUSPCIOUS CIRCUMSTANCES
07-13-12	0230	Garden at Pavilion I	ASSIST CITIZEN
07-13-12	2245	Crispell Drive & Lee Street	ASSIST CITIZEN
OCC:	07-14-12	1105 West Main Street	ASSAULT SIMPLE
07-14-12	1659	Boyd Dorm	PROPERTY DAMAGE
07-15-12	0230	1222 JPA	DRUNK IN PUBLIC
07-15-12	0415	Mimosa Court	DOMESTIC DISTURBANCE
07-15-12	1707	UVA Hospital	SEX OFFENSE
07-15-12	2359	1210 Lee St. E Parking Garage No PI	TRAFFIC
07-16-12	2344	1210 Lee Street	DRUNK IN PUBLIC
07-17-12	0525	Emmet Street & Massie Road	DUI
07-17-12	1548	1340 Jefferson Park Avenue	SUSPICIOUS CIRCUMSTANCES
07-17-12	2345	1215 Lee Street	LARCENY
07-17-12	2315	1826 University Avenue	LARCENY
07-17-12	2145	1215 Lee Street	DIP
07-17-12	1118	Physics Bldg. Basement Electrical Room	FIRE ALARM
07-18-12	118	North Grounds	SUSPICIOUS CIRCUMSTANCES
07-18-12	2251	Carrs Hill Field	LOST PROPERTY
07-19-12	0345	1300 Blk. of JPA	SIMPLE ASSAULT
07-20-12	0050	300 Massie Road	TRESPASS
07-20-12	0450	400 Blk. of Lane RD	DUI
07-21-12	0520	Bice House	SUSPICIOUS CIRCUMSTANCES
07-21-12	0709	1221 Lee Street	LARCENY
07-21-12	2030	1210 Lee Street	VANDALISM
07-22-12	2030	100 Newcomb Road	PROPERTY DAMAGE
07-23-12	1741	University Avenue NO P.I.	TRAFFIC ACCIDENT
07-23-12	1903	Sprigg Lane NO P.I.	VEHICLE ACCIDENT
07-23-12	2112	UVA Hospital	SIMPLE ASSAULT
07-24-12	0500	1215 Lee Street	FORCIBLE FONDLING
07-24-12	0500	2304 Ivy Road	ANNOYING PHONE CALLS
07-25-12	1130	1217 Lee Street	MOTOR VEHICLE THEFT
07-25-12	1134	1210 Lee Street	AUTOMOBILE ACCIDENT
07-25-12	1300	West Complex Security Office	SUPICIOUS CIRCUMSTANCES
07-26-12	0439	1517 University Avenue	DIP
07-26-12	0400	1517 University Avenue	DIP
07-26-12	1030	Multi Story Building	SUPICIOUS CIRCUMSTANCES
07-26-12	2115	115 Ruppel Drive	PROPERTY DAMAGE
07-27-12	0930	2304 Ivy Rd	EVIDENCE DESTRUCTION
07-27-12	1205	Rice Hall	DAMAGE OF PROPERTY
07-27-12	1200	Newcomb Hall	LOST PROPERTY
07-28-12	0715	1989 University Avenue	DRUNK IN PUBLIC
07-28-12	0530	Brooks Hall	ASSIST CITIZEN
07-28-12	1401	1210 Lee Street	TRAFFIC ACCIDENT
07-29-12	0450	Ivy Road & Cameron Lane	DUI
07-28-12	1705	485 McCormick Road	PROPERTY DAMAGE
07-31-12	0013	467 Lambeth Field	SUSPICOUS PERSON
07-31-12	1055	South University Hall Parking Lot	LARCENY FROM VEHICLE
07-31-12	1145	Newcomb Drive	VEHICLE ACCIDENT
08-01-12	0240	800 Park Street	DUI
08-01-12	0635	UVA Hospital ER	LARCENY
08-01-12	1158	1335 Lee Street	LARCENY
08-01-12	1720	McCue Center	LOST PROPERTY
08-02-12	0920	University Hall Blue Parking Lot	TRAFFIC ACCIDENT
08-01-12	1130	Garage NO PI	HIT AND RUN
08-03-12	0355	1826 University Avenue	TRESPASS
08-03-12	1330	Alderman Road	LARCENY
08-03-12	0224	McCormick Road	VEHICLE ACCIDENT
08-04-12	0130	1001 Emmet Street	ASSIST OTHER AGENCY
08-04-12	0340	UVA Emergency Room	LARCENY
08-04-12	0750	312 13TH Street NW	MEDICAL ASSIST
08-04-12	0527	1826 University Ave	TRESPASS
08-05-12	0408	102 14th Street SW	DRUNK IN PUBLIC
08-05-12	1500	Lee Street Garage	ASSIST AGENCY
08-05-12	2200	1300 W. Main Street	DRUNK IN PUBLIC
08-05-12	2315	1215 Lee Street	THREATENING PHONE CALLS
08-06-12	1235	Pavilion VI Lower Garden	VANDALISM
08-06-12	1742	Kerchof Hall	BURGLARY
08-06-12	1546	Primary Care Center	THREATENING PHONE CALLS
08-07-12	1700	UVA Outpatient Pharmacy	LARCENY FROM BUILDING
08-08-12	1100	918 Emmet Street	FRAUD
08-09-12	0300	1826 University Avenue	TRESPASSING
08-09-12	0725	1215 Lee Street	ASSIST AGENCY
08-09-12	1235	485 McCormick Road NO PI	TRAFFIC ACCIDENT
08-10-12	0430	1000 BLK Preston Ave	DRUNK IN PUBLIC
08-10-12	2130	295 Massie Road	ASSIST AGENCY
08-10-12	2200	Budget Inn Emmett St.	ECO
08-10-12	2325	6 West UVA Hospital	SIMPLE ASSAULT
08-11-12	2130	1215 Lee Street	PROPERTY LOST
08-11-12	2315	1215 Lee Street	ASSIST AGENCY
08-12-12	0515	1702 University Ave	TRESPASSING
08-13-12	0600	1826 University Ave	TRESPASSING
08-13-12	1420	McCue Center	PROPERTY DAMAGE
08-13-12	1900	University Gardens bicycle rack	LARCENY
08-14-12	0346	1826 University Ave	TRESPASSING
08-14-12	0840	1222 Jefferson Park Avenue	VANDALISM
08-15-12	0450	Roosevelt Brown Blvd.	POSSESSION OF MARIJUANA
08-15-12	0315	University Ave	TRESPASSING
08-15-12	0841	JPA & West Main	TRESPASSING
08-15-12	1527	McKim Hall	ASSAULT
08-15-12	0924	Central Grounds Garage	VEHICLE ACCIDENT
08-15-12	1546	Carruthers Hall	LARCENY FROM BUILDING
08-16-12	0415	University Avenue	TRESPASSING
08-16-12	0700	McCormick Road NO PI	VEHICLE ACCIDENT
08-16-12	0919	Hospital West Complex	SUSPICIOUS CIRCUMSTANCE
08-16-12	1730	Life Sciences Building	LARCENY
08-17-12	0500	Emmet/Ivy Parking Garage	TRESPASS
08-17-12	1005	1300 Jefferson Park Avenue NO PI	TRAFFIC ACCIDENT
08-17-12	1049	1210 Lee Street NO PI	HIT & RUN
08-17-12	1149	UVA Hospital	LOST PROPERTY
08-17-12	2215	1400 University Avenue	TRESPASS
08-18-12	0320	1700 Block of University Avenue	DIP
08-18-12	0548	145 McCormick Road	DIP
08-18-12	2130	1215 Lee Street	PHONE CALL THREAT
08-19-12	0600	1700 Block of Emmet Street	TRESPASS
08-19-12	0200	1826 University Avenue	TRESPASS
08-19-12	0413	145 McCormick Road	DIP
08-19-12	1900	Greene County Sheriff’s Office	FOUND PROPERTY
08-20-12	0930	UVA Hospital	ASSIST AGENCY
08-20-12	1156	Physics Building	ASSIST CITIZEN
08-20-12	1250	UVA Hospital East Garage NO PI	HIT & RUN
08-21-12	0100	1215 Lee Street	TRESPASS
08-21-12	0600	Law School	FOUND PROPERTY
08-21-12	0745	380 Crispell Drive	PROPERTY DAMAGE
08-21-12	1010	McKim Hall	B & E
08-21-12	1542	2304 Ivy Road	SUSPICIOUS CIRCUMSTANCE
08-21-12	1459	University Hall South Lot NO PI	TRAFFIC ACCIDENT
08/22/12	1045	500 Massie Road	ASSIST CITIZEN
08-22-12	1140	4th Floor UVA Hospital	LARCENY
08-22-12	16:31	1101 Millmont	VEHICLE ACCIDENT
08-22-12	1700	6 Parking Lot	LARCENY
08-22-12	2018	Jordan Hall	STOLEN VEHICLE
08-22-12	1740	Hancock Drive	PROPERTY DAMAGE
08-22-12	2045	Jordan Hall	LARCENY
08-23-12	1032	575 Alderman Road	PROPERTY DAMAGE
08-24-24	0200		ASSIST CITIZEN MEDICAL
08-24-12	1130	Onesty Hall Pool Deck	LARCENY
08-24-12	1150	Alderman Road	VEHICLE ACCIDENT
08-24-12	1530	Emily Couric Cancer Center	SUSPICIOUS CIRCUMSTANCE
08-24-12	1707	265 Hereford Dr	FOUND PROPERTY
08-25-12	1141	Wyburn Courtyard	ASSIST CITIZEN MEDICAL
08-25-12	1500	Pavilion V	LOST PROPERTY
08-26-12	0600	11th Street at Lee Street	DUI
08-26-12	0800	1540 Jefferson Park Avenue	VANDALISM
08-26-12	1144	O’Hill Walking Trails	SUSPICIOUS CIRCUMSTANCES
08-26-12	1440	Old Cabell Hall	LOST PROPERTY
08-27-12	0535	UVA Medical Center	SIMPLE ASSAULT
08-27-12	0746	UVA Medical Center	LARCENY
08-27-12	1210	UVA Medical Center	ANNOYING PHONE CALLS
08-28-12	0330	1215 Lee Street	ASSIST CITIZEN
08-28-12	0348	1300 Jefferson Park Avenue	VANDALISM
08-28-12	0942	Rotunda Construction Site	LARCENY
08-28-12	1418	400 Monroe Lane	LARCENY
08-28-12	1530	UVA Hospital	ASSIST AGENCY
08-28-12	1900	UVA Hospital	ASSIST AGENCY
08-28-12	1953	2006 Stadium Road	VANDALISM
08-29-12	0708	151 Rugby Road	DRUNK IN PUBLIC
08-29-12	1806	1222 Jefferson Park Avenue	LARCENY
08-29-12	1935	110 Carr’s Hill Road	LARCENY
08-30-12	1150	Nau Hall Walkway at South Lawn Commons	TRESPASS
08-30-12	1350	1200 West Main Street	ANIMAL BITE
08-30-12	1640	454 Lambeth Field	LARCENY
08-30-12	2200	Lambeth Apt	TRESPASS
08-30-12	2359	x	x
08-31-12	0130	400 Block McCormick Road	LIQUOR LAW VIOLATIONS
08-31-12	0600	Metcalf House	ASSIST CITIZEN
08-31-12	0435	169 Rugby Road	ATTEMPTED BREAKING & ENTERING
08-31-12	0845	160 McCormick Road	LARCENY
08-31-12	0931	UVA ER	SUSPICIOUS CIRCUMSTANCES
08-31-12	1320	East Parking Garage	PROPERTY DAMAGE
08-31-12	1520	Chemistry Building	LOST RPOPERTY
09-01-12	0030	307 Lefevre House	MEDICAL ASSIST
09-01-12	0156	714 Alderman Road	DRUG/NARCOTIC VIOLATION
09-01-12	0155	1522 Virginia Avenue	MEDICAL ASSIST
09-01-12	0320	110 Bayly Drive	LARCENY
09-01-12	0300	165 Rugby Road	MEDICAL ASSIST
09-01-12	0400	Brooks Hall	TRESPASS
09-02-12	0500	Woody House	ASSIST CITIZEN
09-03-12	0505	356 Massie Road	DUI
09-03-12	0200	1300 W. Main Street	TRESPASS
09-03-12	0223	University Avenue & Madison Lane	MEDICAL ASSIST
09-03-12	0600	Clark Park	TRESPASS
09-03-12	0751	1215 Lee Street	ASSIST AGENCY
09-03-12	0115	400 Brandon Avenue	MEDICAL ASSIST
09-03-12	1525	400 Brandon Avenue	ECO
09-03-12	1340	1350 Jefferson Park Avenue NO P.I.	TRAFFIC ACCIDENT
09-04-12	1130	Carrs Hill Field	LARCENY
09-04-12	1300	Hospital East Garage	PROPERTY DAMAGE
09-04-12	1425	Fitzhugh Dorm	LOST PROPERTY
09-04-12	1354	Old Cabell Hall	VANDALISM
09-04-12	1623	UVA Hospital	LARCENY
09-04-12	1945	Dillard Bike Rack	LARCENY
09-04-12	2100	Lambeth Dorm	LARCENY
09-04-12	2015	2304 Ivy Road	SUSPICIOUS CIRCUMSTANCES
09-04-12	2100	Brown College	LARCENY
09-05-12	0213	248 McCormick Road	LIQUOR LAW VIOLATION
09-05-12	1305	200 Jeanette Lancaster Way	LARCENY
09-05-12	1430	1215 Lee Street	LARCENY
09-05-12	1750	600 Massie Road	FOUND PROPERTY
09-06-12	1019	4806 Old Medical School	BREAKING AND ENTERING
09-06-12	1111	AFC parking lot	VEHICLE ACCIDENT
09-06-12	1905	450 Whitehead Road AFC	ASSIST CITIZEN MEDICAL
09-07/12	0051	1105 W. Main St.	D.I.P.
09-07-12	0235	1 Hospital Drive	D.I.P.
09-07-12	0315	1200 Block JPA	D.I.P.
09-07-12	0927	Lambeth Field Residences	LARCENY
09-07-12	1250	500 Monroe Lane	ASSIST  AGENCY
09-07-12	1450	McIntire Amphitheatre	LOST PROPERTY
09-07-12	2128	Wertland & 12th St. N.W.	POSSESSION OF MARIJUANA
09-07-12	2333	1215 Lee St 6E Room 04	ASSIST AGENCY
09-08-12	0430	Newcomb Road	FOUND PROPERTY
09-08-12	0530	100 Block McCormick Road	DRUNK IN PUBLIC
09-08-12	0600	East Range	TRESPASS
09-08-12	1700	North Gate Scott Stadium	POSSESSION OF FALSE I.D.
09-08-12	1400	Scott Stadium	DRUNK IN PUBLIC
09-08-12	1717	Stadium South East Gate	DRUNK IN PUBLIC
09-08-12	1627	UVA ER	DRUNK IN PUBLIC
09-09-2012	0115	X	DRUG VIOLATION
09-08-12	2120	130 Colbreth Road	NARCOTICS VIOLATION
09-09-12	0100	155 Rugby Road	VANDALISM
09-09-12	0930	169 Rugby Road	AGGRAVATED ASSAULT
09-09-12	0451	Shamrock Road	DUI
09-09-12	0540	Bonnycastle	ASSIST CITIZEN MEDICAL
09-09-12	0510	Shamrock Road	DUI
09-09-12	0413	Stadium Road	DUI
09-09-12	2330	1215 Lee Street, 4 East	LARCENY
09-10-12	0131	416 McCormick Road	DRUG VIOLATION
09-10-12	0347	1215 Lee Street	ASSIST AGENCY
09-10-12	0840	380 Crispell Drive	FOUND PROPERTY
09-10-12	1500	Lannigan Field	BREAKING & ENTERING
09-10-12	1600	1215 Lee Street	ASSIST AGENCY
09-10-12	2230	Lee Street	VIOLATION OF PPO
09-11-12	0334	University Avenue & Rugby Road	DRUNK IN PUBLIC
09-11-12	0930	University Hall Cage Lot	VANDALISM
09-11-12	1400	2304 Ivy Road	PROPERTY DAMAGE
09-11-12	1328	x	x
09-11-12	1800	1335 Lee Street	THREATENING CALLS
09-12-12	1049	2304 Ivy Road	HARASSMENT
09-12-212	1300	1117 11th Street SW	LARCENY
09-12-12	2020	450 Whitehead Road	LOST PROPERTY
09-12-12	1834	409 Lane Road	HAZMAT SPILL
09-12-12	1930	1215 Lee Street	ASSIST AGENCY
09-12-12	2217	Cauthen Dorm	B & E
09-12-12	2325	409 McCormick Road	FOUND PROPERTY
09-13-12	0230	Copley Apts.	ASSAULT
09-13-12	0800	Newcomb Hall	LARCENY
09-13-12	1125	Carruthers Hall Parking Lot	PROPERTY DAMAGE
09-13-12	1430	414 Brandon Avenue NO PI	VEHICLE ACCIDENT
09-13-12	2157	1215 Lee Street	LOST PROPERTY
09-13-12	2245	1815 Stadium Road	LOST PROPERTY
09-14-12	0710	UVA Hospital	TRESPASS
09-14-12	1053	575 Alderman Road	PROPERTY DAMAGE
09-14-12	1136	Primary Care Information Desk	LARCENY
09-14-12	1318	1222 JPA	LARCENY
09-14-12	1820	407 Massie Road	LARCENY
09-15-2012	0330	130 Chemistry Drive	ASSIST CITIZEN MEDICAL
09-15-12	0530	207 Bonnycastle Drive	ASSIST CITIZEN MEDICAL
09-15-12	1848	169 Rugby Road	LARCENY
09-16-12	0530	Bonnycastle Drive	ASSIST CITIZEN MEDICAL
09-16-12	0400	1505 University Avenue	ASSIST AGENCY
09-16-12	0540	Clark Park	TRESPASS
09-16-12	0537	145 McCormick Road	ASSIST CITIZEN MEDICAL
09-17-12	0031	Lambeth Field parking area	LARCENY
09-17-12	0340	400 Block University Avenue	DUI
09-17-12	0823	South Garage Pond	VANDALISM
09-17-12	1022	Primary Care	SIMPLE ASSAULT
09-17-12	1535	160 McCormick Road	TRESPASS
09-17-12	2029	142 Old Ivy Road	SAFEKEEPING
09-17-12	2115	173 Culbreth Road	ROBBERY
09-18-12	0751	1222 JPA	LARCENY FROM BUILDING
09-19-12	0500	2025 Ivy RD	DUI
09-19-12	0315	1215 Lee Street	FOUND PROPERTY
09-19-12	0909	Facilities Management	PROPERTY DAMAGE
09-19-12	1340	McLeod Hall	LOST PROPERTY
09-19-12	1740	Alderman Library	LOST PROPERTY
09-19-12	1710	Wilson Hall Auditorium	FOUND PROPERTY
09-19-12	1100	1215 Lee St	LARCENY
09-20-12	1006	Caruthers’s Hall	SUSPICIOUS CIRCUMSTANCES
09-20-12	1400	Gilmer Hall	LARCENY
09-20-12	1907	300 McCormick Road No PI	ACCIDENT
09-20-12	2021	579 McCormick Rd	ANIMAL BITE
09-20-12	2110	1215 Lee St	ASSUALT
09-21-12	0025	15th Street NW	ASSIST AGENCY BACKUP
09-21-12	1428	UVA Hospital Room 4	ASSAULT SIMPLE
09-21-12	1545	90 Geldard Drive	LOST PROPERTY
09-21-12	1930	100 Darden Boulevard	MEDICAL ASSIST
09-21-12	2120	UVA Emergency Room	MEDICAL ASSIST
09-21-12	2359	2100 Block of Ivy Road	PUBLIC INTOXICATION
09-21-12	2355	10th Street & Page	UNDERAGE POSSESSION
09-22-12	0300	1407 University Avenue	DRUG VIOLATION
09-22-12	0330	Echols Dorm	ASSIST CITIZEN
09-22-12	2255	290 McCormick Road	LIQUOR LAW VIOLATION
09-23-12	0200	Humphrey House	ASSIST CITIZEN
09-23-12	0140	Gilmer Hall	ASSIST CITIZEN
09-23-12	0520	University Avenue	DRIVE REVOKED DUI RELATED
09-23-12	1758	Gooch Dorm	LOST PROPERTY
09-23-12	2154	Balz Dobie Dorm	LARCENY
09-24-12	1000	Gooch Dillard Bike Rack	LARCENY
09-24-12	1028	121 11th Street SW NO P.I.	TRAFFIC ACCIDENT
09-24-12	1125	853 West Main Street	BREAKING & ENTERING
09-24-12	1430	Clark Hall Library	LARCENY
09-24-12	1550	UVA Hospital East Garage	PROPERTY DAMAGE
09-24-12	1958	2304 Ivy Road	VIOLATION OF PROTECTIVE ORDER
09-24-12	1430	Hall, Copeley Rd NO P.I.	TRAFFIC ACCIDENT HIT & RUN
09-25-12	1200	Metcalf Fire lane NO P.I.	VEHICLE ACCIDENT
09-25-12	1341	1215 Lee Street	PROPERTY DAMAGE
09-25-12	1111	1222 JPA	ASSIST AGENCY
09-26-12	1444	1001 Emmett Street	FOUND PROPERTY
09-26-12	1900	1215 Lee Street	INPERSONATING A POLICE OFFICER BY PHONE
09-26-12	1901	Colonnade Club Pavilion VIII	LARCENY ALL OTHER
09-26-12	2335	409 McCormick Road	FOUND PROPERTY
09-27-12	0255	Gwathmey Dorm	ASSIST CITIZEN
09-27-12	0930	Whyburn Dorm	MOTOR VEHICLE THEFT
09-27-12	0930	Humphreys Dorm	PROPERTY DAMAGE
09-27-12	1400	UVA Hospital	IMPERSONATING A POLICE OFFICER
09-28-12	0500	100 Block of Monroe Hill	SEXUAL ASSAULT
09-28-12	0539	835 Buckler Driver	ASSIST CITIZEN
09-28-12	1716	160 McCormick Road	SUSPICIOUS CIRCUMSTANCE
09-28-12	2117	170 Culbreth Road	VANDALISM
09-28-12	2220	UVA Emergency Room	ECO
09-28-12	2300	115 Rupel Drive	FIRE ALARM
09-28-12	2359	164 McCormick Road	TRESPASSING
09-28-12	2310	Watson Webb Dorm	DIP
09-29-12	0254	Culbreth Road/University Avenue	DIP
09-29-12	0130	1826 University Avenue	TRESPASS
09-29-12	0530	140 Block of Cabell Drive	DRUG/ VIOLATION
09-29-12	0945	UVA Hospital Cafeteria	LARCENY
09-29-12	1200	Carr’s Hill Tent	LARCENY
09-29-12	1755	Aquatic Fitness Center	DIP
09-29-12	1932	160 McCormick Road	LARCENY
09-29-12	2245	1210 Lee Street	LARCENY
09-30-12	0210	Rotunda	LIQUOR LAW VIOLATION
09-30-12	0300	520 Seymour Road	ASSIST CITIZEN
09-30-12	0520	145 McCormick Road	ASSAULT
09-30-12	2123	Gilmer Hall Bike Rack	LARCENY
09-30-12	2230	Rotunda	TRESPASSING
10-01-12	0330	Clark Park	TRESPASSING
10-01-12	0230	Norris Dorm	ASSIST CITIZEN
10-01-12	0926	East Lawn	LARCENY
10-01-12	0957	McCue Center	FOUND PROPERTY
10-01-12	2019	525 McCormick Road	LOST PROPERTY
