Date	Time	Location	Description
04-24-10	1925	1500 Block Virginia Avenue	LIQUOR LAW VIOLATION
04-24-10	1931	University & Chancellor Street	DRUNK IN PUBLIC
04-24-10	2300	University Way	VANDALISM
04-24-10	2204	1215 Lee Street	ANNOYING PHONE CALLS
04-25-10	0015	21 Hospital Drive	DRUNK IN PUBLIC
04-25-10	0354	100 Emmet Street	DRUNK IN PUBLIC
04-25-10	0800	UVA Hospital	SUSPICIOUS CIRCUMSTANCES
04-25-10	2346	1400 University Avenue	TRESPASS
04-25-10	2035	Madison Avenue	DRIVING SUSPENDED
04-26-10	0238	14th and Wertland St	DRUNK IN PUBLIC
04-26-10	1040	45 West Range	LARCENY
04-26-10	1308	Maupin Dorm	BREAKING AND ENTERING
04-26-10	1435	Maupin Dorm	BREAKING AND ENTERING
04-26-10	1436	Maupin Dorm	BREAKING AND ENTERING
04-26-10	1450	UVA Hospital	THREATENING PHONE CALLS
04-26-10	2107	Emmet Dorm	LARCENY
04-27-10	0930	Heating Plant Parking Lot	TRAFFIC ACCIDENT
04-27-10	1650	Cauthen House	ASSIST CITIZEN MEDICAL
04-27-10	1702	Rogers Dorm	B & E
04-27-10	1942	HSC East Parking Garage	TRAFFIC ACCIDENT
04-27-10	1905	1015 Massie Rd	TRAFFIC ACCIDENT
04-27-10	2230	Chemistry Bldg	LARCENY FROM BUILDING
04-28-10	1148	HSC East Parking Garage	PROPERTY DAMAGE
04-28-10	1148	John Paul Jones Arena	ASSAULT SIMPLE
04-28-10	1413	Student Health	PROPERTY LOST
04-28-10	1520	UVA Hospital	LARCENY FROM BUILDING
04-28-10	2030	John Paul Jones Arena	DIP
04-29-10	0444	Jefferson Park Avenue	DUI
04-29-10	1015	Roberston Hall	ASSIST CITIZEN
04-29-10	1226	1210 Lee Street	HIT & RUN
04-29-10	1530	Peabody Hall	SUSPICIOUS CIRCUMSTANCES
04-29-10	1700	UVA Hospital ER	LARCENY
04-30-10	0030	189 Culbreth Road	FIRE ALARM
04-30-10	0223	Hancock Drive/McCormick Road	ASSIST CITIZEN
04-30-10	0330	1215 Lee Street	DISORDERLY CONDUCT
04-30-10	0450	156 Engineer’s Way	LIQUOR LAW VIOLATION
04-30-10	0816	University Hall West Lot	PROPERTY DAMAGE
04-30-10	1336	UVA Hospital	ASSIST AGENCY
04-30-10	1550	Alderman Library	LARCENY
04-30-10	1715	UVA Transit Bus	LOST PROPERTY
04-30-10	2000	Harmon Street/Stadium Road	SUSPICIOUS CIRCUMSTANCES
04-30-10	2230	UVA Hospital ER	ASSIST CITIZEN
05-01-10	0245	1500 Block Virginia Avenue	LIQUOR LAW VIOLATION
05-01-10	0215	Brown College	FOUND PROPERTY
05-01-10	0500	Brown College	FOUND PROPERTY
05-01-10	1640	235 McCormick Road	ASSIST CITIZEN
05-01-10	2208	169 Rugby Road	VANDALISM
05-01-10	2141	Hancock Dorm	VANDALISM
05-01-10	2310	1215 Lee Street	ASSIST AGENCY
05-02-10	0130	Wertland St	TRAFFIC STOP
05-02-10	0507	190 McCormick Rd	ASSIST AGENCY
05-02-10	0837	Scott Stadium	TRESPASS
05-02-10	1045	Faulkner Way	PROPERTY DAMAGE
05-02-10	1251	Lambeth Field	IMPORPER REGISTRATION
05-03-10	0135	Alderman Library	PROPERTY DAMAGE
05-03-10	0835	Humphreys Dorm Bike Rack	LARCENY
05-03-10	0852	Hospital East Parking Garage	LARCENY
05-03-10	0951	472 Faulkner Way	TRAFFIC ACCIDENT
05-03-10	1800	Gibson Hall	ASSIST CITIZEN
05-03-10	1920	Lee Street	DIP
05-03-10	2051	Memorial Gym	LOST PROPERTY
05-04-10	2130	UVA Hospital	PROPERTY LOST
05-04-10	0500	Lee Street	ASSIST AGENCY
05-04-10	0630	Thornton Hall	LARCENY
05-04-10	1045	Claude Moore Medical Building	ASSIST MEDICAL CITIZEN
05-04-10	1344	UVA Hospital	ASSIST AGENCY
05-04-10	1656	HSC East Parking Garage	PROPERTY DAMAGE
05-04-10	2150	1100 W Main St	DIP
05-04-10	2100	UVA Hospital	ECO
05-05-10	0853	Duffy Boulevard	PROPERTY LOST
05-05-10	1100	University Hall	ASSIST AGENCY
05-05-10	2300	Gooch Dorm	THREATENING PHONE CALLS
05-06-10	0410	1215 Lee Street	ASSIST CITIZEN
05-06-10	0415	1215 Lee Street	ASSIST AGENCY
05-06-10	0630	East Range	DRUNK IN PUBLIC
05-06-10	1045	Emmet Street	LOST PROPERTY
05-06-10	1125	Peabody Hall	SUSPICIOUS CIRCUMSTANCES
05-06-10	1215	McKim Hall	LARCENY
05-06-10	2030	UVA Hospital	ASSIST AGENCY
05-07-10	0105	UVA Hospital ER	FOUND PROPERTY
05-07-10	1130	Edgemont Road	NON
05-07-10	1302	UVA Hospital Cafeteria	EMBEZZELMENT
05-07-10	1514	Humphreys Dorm	BURGLARY
05-08-10	0400	Minor Hall	AGGRAVATED ASSAULT
05-08-10	0155	1215 Lee Street	SIMPLE ASSAULT
05-08-10	0440	Minor Hall	AGGRAVATED ASSAULT
05-08-10	0530	382 McCormick Road	PROPERTY FOUND
05-08-10	1500	UVA Hospital	SUSPICIOUS CIRCUMSTANCE
05-08-10	1408	Clemons Library	FIRE
05-08-10	1430	Aquatics & Fitness Center	LARCENY FROM BUILDING
05-08-10	1700	Alderman Library	LARCENY
05-08-10	1928	400 Monroe Lane	BURGLARY
05-09-10	0021	1400 University Avenue	DIP
05-09-10	1936	Metcalf Dorm	LARCENY
05-10-10	1535	Alderman Road	TRAFFIC STOP
05-10-10	1829	UVA Hospital	FOUND PROPERTY
05-10-10	1730	Newcomb Road	SUSPICIOUS CIRCUMSTANCE
05-11-10	0316	Runk Dining Hall	SIMPLE ASSAULT
05-11-10	0359	UVA Hospital	TRESPASS
05-11-10	1445	Aquatic Fitness Center	FOUND PROPERTY
05-11-10	1722	Hereford College	LARCENY
05-11-10	2105	Hereford College	SUSPICIOUS CIRCUMSTANCES
05-11-10	2100	Aquatic Fitness Center	LARCENY FROM BUILDING
05-11-10	2300	Aquatic Fitness Center	LARCENY
05-12-10	0351	15th Street NW	DIP
05-12-10	0640	Brooks Hall	FOUND PROPERTY
05-12-10	1000	UVA Hospital	THREATENING PHONE CALLS
05-12-10	1041	Hospital Loading Dock	PROPERTY DAMAGE
05-12-10	1230	UVA Hospital	LOST PROPERTY
05-12-10	1235	Dunnington House	ASSIST CITIZEN
05-12-10	2200	UVA Hospital ER	LOST PROPERTY
05-12-10	1950	UVA Hospital	THREATENING PHONE CALLS
05-12-10	2130	Malone Dorm	BURGLARY
05-13-10	1555	Alderman Library	LARCENY FROM BUILDING
05-13-10	1750	Dillard Dorm	LOST PROPERTY
05-13-10	2330	323 Peyton Court	ASSIST CITIZEN
05-14-10	0301	Scott Stadium	TRESPASS
05-14-10	0800	Peabody Hall	ASSIST AGENCY
05-14-10	1235	Student Activities Building	FOUND PROPERTY
05-14-10	0900	Tuttle House	SUSPICIOUS CIRCUMSTANCES
05-14-10	1220	Hancock Drive	VANDALISM
05-14-10	1245	Bavaro Hall	LARCENY
05-14-10	1000	Aquatic Fitness Center	LARCENY
05-14-10	1650	Bonnycastle House	LARCENY
05-15-10	0324	Shea House	ASSIST CITIZEN
05-15-10	1700	Davenport Field	ASSIST CITIZEN
05-15-10	1623	Bice House	LOST PROPERTY
05-16-10	0300	Hospital Drive	DIP
05-16-10	0245	Madison Bowl	DIP
05-16-10	1623	Aquatic and Fitness Center	LARCENY/ RECOVERED
05-16-10	0104	Aquatic and Fitness Center	LARCENY THEFT FROM BUILDING
05-17-10	0846	395 McCormick Road NO P.I.	TRAFFIC ACCIDENT
05-17-10	1023	580 Massie Road	LOST PROPERTY
05-17-10	1903	211 S Emmet Street	ASSIST CITIZEN
05-18-10	0400	Colonnade Drive	ASSIST AGENCY
05-18-10	0902	UVA Hospital	PROPERTY DAMAGE
05-18-10	1039	Crispell Drive	PROPERTY DAMAGE
05-18-10	1121	Culbreth Parking Lot	LARCENY
05-18-10	1422	2304 Ivy Road	SUSPICIOUS CIRCUMSTANCES
05-18-10	1601	101 Hospital Drive	BURGLARY
05-19-10	0125	University Ave	TRESPASS
05-19-10	1011	McCormick Road	DAMAGED PROPERTY
05-19-10	1430	Lower Hereford Parking Lot	FOUND PROPERTY
05-19-10	1617	John Paul Jones Arena	ASSIST CITIZEN
05-19-10	2248	McCormick Road	LARCENY
05-20-10	0250	Monitoring Station	LOST PROPERTY
05-20-10	1055	UVA Hospital	FIRE ALARM
05-20-10	1029	Alderman Library	SUSPICIOUS CIRCUMSTANCES
05-20-10	1238	Upper Hereford Parking Lot	LARCENY
05-20-10	1515	1200 Lee Street	PROPERTY DAMAGE
05-20-10	1631	Hall West Parking Lot	HIT AND RUN
05-21-10	1200	2474 Old Ivy Road	ASSIST CITIZEN
05-21-10	1140	Pavilion VIII NO P.I.	TRAFFIC ACCIDENT
05-22-10	0257	409 McCormick Road	SUSPICIOUS CIRCUMSTANCES
05-22-10	2145	University Ave	TRESPASS
05-23-10	0213	Jefferson Park Avenue	DIP
05-23-10	0610	Wilson Hall	DAMAGE/VANDALISM PROPERTY
05-23-10	1540	Darden Boulevard	ASSAULT SIMPLE
05-24-10	0430	University Avenue	DUI
05-24-10	0510	Emmett Street	DUI
05-24-10	1102	Bryan Hall	BREAKING AND ENTERING
05-24-10	1100	Monroe Hill House	HIT & RUN
05-24-10	1413	Central Grounds Parking Garage	FOUND PROPERTY
05-24-10	1813	West Lawn	LARCENY
05-24-10	1938	Lee Street	TRAFFIC ACCIDENT
05-24-10	2049	East Lawn	FOUND PROPERTY
05-24-10	2224	South Garage	PROPERTY DAMAGE
05-25-10	0947	The Lawn	FOUND PROPERTY
05-25-10	2000	290 Massie Road	HIT & RUN
05-25-10	1819	1222 Jefferson Park Avenue	TRAFFIC ACCIDENT
05-26-10	0249	Rotunda	DIP
05-26-10	0500	Snyder Tennis Courts	FOUND PROPERTY
05-26-10	0429	UVA Hospital	LARCENY
05-26-10	0959	Newcomb Road NO P.I.	TRAFFIC ACCIDENT
05-26-10	1027	HSC East Parking Garage NO P.I.	HIT & RUN
05-26-10	1204	Jordan Hall	ASSIST CITIZEN
05-26-10	1500	Thornton Hall	LARCENY
05-26-10	1630	Physics Building	ASSIST CITIZEN
05-26-10	1645	1222 Jefferson Park Avenue	SUSPICIOUS CIRCUMSTANCES
05-27-10	0624	Carruthers Hall	VANDALISM
05-27-10	1325	Peabody Hall	VANDALISM
05-27-10	1700	1222 Jefferson Park Avenue	BURGLARY
05-27-10	1110	Clemons Library	ASSIST CITIZEN
05-28-10	1320	Hoxton Dorm	LARCENY
05-28-10	2109	151 Rugby Road	WATER DAMAGE
05-29-10	1520	Law School	PROPERTY DAMAGE
05-29-10	1630	Wilson Hall	ASSIST CITIZEN
05-30-10	0004	UVA Hospital	ASSIST AGENCY
05-30-10	2023	115 Ruppel Drive	TRESPASS
05-31-10	0436	14th Street N.W./Gordon Avenue	LIQUOR LAW VIOLATION
05-31-10	0400	Wilson Hall	VANDALISM
05-31-10	0600	Chapel	FOUND PROPERTY
05-31-10	2350	1210 Lee Street	NARCOTICS VIOLATION
06-01-10	1926	1215 Lee Street	ASSAULT SIMPLE
06-03-10	0916	1540 Jefferson Park Avenue	VANDALISM
06-04-10	0616	1215 Lee Street	ASSAULT AND BATTERY
06-04-10	0905	UVA Hospital West	LOST PROPERTY
06-05-10	1130	John Paul Jones Arena Parking Garage	HIT & RUN
06-05-10	1342	Darden Abbott Center	LARCENY
06-05-10	2330	2304 Ivy Road	LOST PROPERTY
06-06-10	0400	Lawn	LARCENY
06-06-10	0650	Old Cabell Hall	VANDALISM
06-06-10	1250	Darden Parking Garage	TRAFFIC ACCIDENT
06-06-10	1500	Leonard Sandridge Road	ASSIST AGENCY
06-07-10	1628	UVA Hospital	SEX OFFENSES
06-07-10	2204	North Emmet Street	DIP
06-08-10	0545	382 McCormick Road	LARCENY THEFT FROM BUILDING
06-18-10	1342	Wilsdorf Dorm	LARCENY
06-08-10	1550	Darden School	BREAKING AND ENTERING
06-08-10	1700	Hereford College	LARCENY
06-08-10	2130	Clemons Library	STALKING
06-09-10	0857	Old Ivy Road	VANDALISM
06-09-10	1850	Lambeth Field	ASSIST CITIZEN MEDICAL
06-09-10	2230	1215 Lee St	ASSAULT SIMPLE
06-10-10	0715	Hospital West Complex	BURGLARY
06-10-10	1037	1215 Lee Street	ASSAULT
06-10-10	0930	East Parking Garage NO P.I.	TRAFFIC ACCIDENT
06-10-10	1317	81 Hospital Drive	LARCENY
06-10-10	1452	UVA Hospital	ASSIST AGENCY
06-10-10	1930	499 Seymour Road	SUSPICIOUS CIRCUMSTANCES
06-10-10	2223	West Main Street NO P.I.	TRAFFIC ACCIDENT
06-11-10	0818	Kerchof Hall	SUSPICIOUS CIRCUMSTANCES
06-11-10	0913	Hereford College Parking Lot	ASSAULT
06-11-10	1135	UVA Hospital	PROPERTY DAMAGE
06-12-10	0131	University Avenue & Chancellor Street	DRUNK IN PUBLIC
06-12-10	1951	Garret Hall	VANDALISM
06-13-10	0200	University Avenue	ASSIST CITIZEN MEDICAL
06-13-10	1145	Lee Street	DUI
06-13-10	2015	Jefferson Park Avenue	SUSPICIOUS CIRCUMSTANCE
06-14-10	0242	Peabody Hall	VANDALISM
06-14-10	0827	R6 Parking Lot	PROPERTY DAMAGE
06-14-10	1300	Elson Student Health Center	PROPERTY LOST
06-14-10	1350	Primary Care Center	TRESPASS
06-14-10	1615	Gilmer Hall	PROPERTY LOST
06-14-10	1730	Emmet House	DAMAGED PROPERTY
06-14-10	1807	1215 Lee Street	SUSPICIOUS CIRCUMSTANCE
06-15-10	1120	UVA Bookstore	LARCENY
06-15-10	1316	1 Parking Lot	LOST PROPERTY
06-15-10	1805	Aquatics Fitness Center	ASSIST CITIZEN
06-16-10	0905	McCormick Road NO P.I.	TRAFFIC ACCIDENT
06-16-10	1600	UVA Primary Care	SUSPICIOUS CIRCUMSTANCES
06-16-10	2301	11th Street Parking Garage	FOUND PROPERTY
06-16-10	2346	UVA Hospital	SUSPICIOUS CIRCUMSTANCES
06-17-10	1059	Memorial Gym	SUSPICIOUS CIRCUMSTANCES
06-17-10	1457	400 Ray C. Hunt Drive	ASSIST CITIZEN
06-17-10	1730	Davis House	LARCENY
06-17-10	2345	100 14th Street NW	LIQUOR LAW VIOLATION
06-18-10	0915	UVA Hospital	ASSAULT
06-18-10	1230	UVA Hospital	ASSIST AGENCY
06-18-10	1500	Jefferson Park Avenue & Lee Street	ASSIST CITIZEN
06-18-10	1804	Jordan Hall	BURGLARY
06-18-10	2001	1215 Lee Street	LARCENY
06-19-10	0330	Rugby Road & University Circle	DIP
06-19-10	1830	University Hall	ASSIST CITIZEN
06-20-10	0436	University Ave	DUI
06-21-10	0630	1400 University Avenue	FOUND PROPERTY
06-21-10	1151	Gooch Dillard Dorm	LARCENY
06-21-10	2230	Lambeth Field	LARCENY
06-21-10	2340	2304 Ivy Road	SUSPICIOUS CIRCUMSTANCES
06-22-10	0840	Observatory Hill Dining Center	LARCENY FROM BUILDING
06-23-10	0930	Lee Street	TRAFFIC ACCIDENT
06-23-10	0958	Rugby Road	TRAFFIC ACCIDENT
06-23-10	1238	JPA	TRAFFIC ACCIDENT
06-23-10	1351	500 Monroe Lane	LARCENY FROM BUILDING
06-23-10	1409	500 Monroe Lane	LARCENY FROM BUILDING
06-23-10	1351	500 Monroe Lane	LARCENY FROM BUILDING
06-23-10	1351	500 Monroe Lane	LARCENY FROM BUILDING
06-23-10	1853	Mcleod Garage	PROPERTY DAMAGE
06-23-10	1951	Ivy Road	DRIVING SUSPENDED
06-24-10	1230	575 Alderman Road	PROPERTY DAMAGE
06-24-10	1456	East Parking Garage	HIT & RUN
06-24-10	1800	Cobb Hall	PROPERTY DAMAGE
06-24-10	2000	Carruthers Hall	PROPERTY DAMAGE
06-25-10	0040	Mews Alley	PROPERTY DAMAGE
06-25-10	0345	Brooks Hall	TRESPASS/DIP
06-25-10	0540	New Cabell Hall	BURGLARY/B&E
06-25-10	0730	Carruthers Hall Parking Lot	PROPERTY DAMAGE
06-26-10	0430	400 Lane Road	TRESPASSING
06-26-10	0832	John Paul Jones Arena Parking Lot	PROPERTY DAMAGE
06-26-10	1200	South Parking Garage	FOUND PROPERTY
06-26-10	1750	UVA Hospital	ASSIST AGENCY
06-27-10	0032	KCRC	THREATENING PHONE CALL
06-28-10	0815	Whitehead Road NO P.I.	TRAFFIC ACCIDENT
06-28-10	1419	1215 Lee Street	PROPERTY DAMAGE
06-28-10	1225	1215 Lee Street	ASSIST AGENCY
06-28-10	1325	1215 Lee Street	FIRE ALARM/NO FIRE
06-28-10	1745	Newcomb Hall	ASSIST CITIZEN
06-28-10	2215	Lambeth Field	PROPERTY DAMAGE
06-28-10	2310	Zehmer Annex	PROPERTY DAMAGE
06-29-10	1300	UVA Hospital	ASSIST AGENCY
06-30-10	1430	UVA Hospital	LARCENY
07-01-10	1530	Carruthers Hall	EMBEZZLEMENT
07-02-10	1145	UVA Hospital Link	BREAKING & ENTERING
07-03-10	0005	Scott Stadium East Gate	ASSIST CITIZEN
07-03-10	0623	434 Lannigan Lane	PROPERTY DAMAGE
07-03-10	2113	New Cabell Hall	FOUND PROPERTY
07-05-10	0400	141 Cabell Drive	DRUNK IN PUBLIC
07-06-10	0521	West Range	B & E
07-06-10	1720	Jefferson Park Avenue/Lee Street NO P.I.	TRAFFIC ACCIDENT
07-06-10	1900	5	LARCENY FROM BUILDING
07-06-10	1835	Arlington Boulevard/Emmet Street NO P.I.	TRAFFIC ACCIDENT
07-06-10	2025	1215 Lee Street	SUSPICIOUS CIRCUMSTANCES
07-07-10	1046	Scott Stadium West Parking Lot	LARCENY
07-07-10	1630	Eye Clinic	ASSIST CITIZEN
07-08-10	1006	Peyton Court	SUSPICIOUS CIRCUMSTANCES
07-08-10	1241	Dillard Dorm	SUSPICIOUS CIRCUMSTANCES
07-08-10	1640	UVA Hospital	THREATNING PHONE CALLS
07-08-10	1950	Bryant Hall	B & E
07-09-10	0010	Tuttle Dorm	ASSIST CITIZEN
07-09-10	0600	South Lawn	VANDALISM
07-09-10	1410	525 Copeley Road	MISCELLANOUS NON
07-09-10	1900	1215 Lee Street NO P.I.	HIT & RUN
07-09-10	2250	Webb House	LARCENY FROM BUILDING
07-10-10	0645	Washington Hall	PROPERTY FOUND
07-10-10	1123	West Range	LARCENY
07-12-10	0330	Jefferson Park Avenue/Ruppell Drive	D.U.I.
07-12-10	1030	University Hall	MISSING JUVENILE
07-12-10	2000	UVA Hospital	ANNOYING PHONE CALLS
07-13-10	0325	104 14th Street NW	D.I.P.
07-13-10	1141	400 Emmet Street NO P.I.	TRAFFIC ACCIDENT
07-13-10	1553	110 Darden Blvd	PROPERTY LOST
07-14-10	0041	UVA Hospital	LARCENY
07-14-10	2305	Women’s Center	TRESPASSING
07-15-10	1445	Primary Care Center	ASSIST AGENCY
07-15-10	1633	583 Brandon Avenue	BURGLARY
07-15-10	1915	Pavilion IV Alley	VANDALISM
07-17-10	0145	15th Street	DIP
07/16/10	0226	1215 Lee Street	SUSPICIOUS PERSON/ECO
07-17-10	0250	Sprigg Lane/ Emmett Street	DRIVING DUI REVOKED
07-17-10	0923	Ivy Road	FOUND PROPERTY
07-17-10	1300	UVA Hospital	LOST PROPERTY
07-17-10	2222	Rotunda	TRESPASSING
OCC:	0734	UVA Hospital West	SUSPICIOUS CIRCUMSTANCES
07-19-10	0800	McCormick Road NO P.I.	HIT & RUN
07-19-10	1409	21 Hospital Drive	SUSPICIOUS CIRCUMSTANCES
07-19-10	1345	Observatory Hill Dining Hall	ASSIST CITIZEN
07-19-10	1400	21 Hospital Drive	SUSPICIOUS CIRCUMSTANCES
07-19-10	0700	1335 Lee Street NO P.I.	HIT & RUN
07-19-10	1050	D3 Parking Lot	VANDALISM
07-19-10	2354	Aquatic Fitness Center	LARCENY
07-20-10	1317	Bonnycastle Drive	PROPERTY DAMAGE
07-21-10	0300	Crispell Dr & Roosevelt Brown Blvd	ROBBERY
07-21-10	1225	1222 Jefferson Park Avenue	BURGLARY/B & E
07-21-10	1430	Zehmer Annex	ASSIST AGENCY
07-22-10	0255	1300 Wertland Street	VANDALISM
07-22-10	0416	UVA Hospital	ASSIST AGENCY
07-22-10	0701	545 Alderman Road	LARCENY
07-23-10	0400	Madison Hall	TRESPASS
07-23-10	0837	Cauthen Dorm	MEDICAL ASSIST
07-23-10	1520	McCormick/ Cabell Drive	ASSIST CITIZEN
07-23-10	1520	1215 Lee Street	SUSPICIOUS CIRCUMSTANCE
07-23-10	1146	McCloud Hall	LARCENY
07-23-10	1410	Hospital West	ACCIDENTAL ALARM INTRUSION
07-23-10	2353	1215 Lee Street	TRESPASS/ASSIST AGENCY
07-23-10	2345	1215 Lee Street	TRESPASS
07-23-10	2308	Crispell Ln	Stolen Auto
07-24-10	1715	McCormick Road	DRUG VIOLATION
07-25-10	0122	15th Street	ASSIST CITIZEN MEDICAL
07-26-10	0130	New Cabell	VANDALISM
07-27-10	1034	McKim Hall	SUSPICIOUS CIRCUMSTANCES
07-27-10	1100	11th Street Northwest	LARCENY
07-27-10	2145	11th Street Parking Garage	FOUND PROPERTY
07-27-10	2300	UVA Hospital	ASSAULT BY INTIMIDATION
07-28-10	0350	464 Lambeth Commons	DRUG VIOLATION/TRESPASS
07-28-10	1540	575 Alderman Road	PROPERTY DAMAGE
07-29-10	1200	UVA Hospital	BURGLARY
07-29-10	1005	2304 Ivy Road	ASSIST AGENCY
07-29-10	1509	Crispell Drive	LARCENY
07-29-10	1605	Echols Dorm	LARCENY
07-29-10	2106	UVA Hospital West	BURGLARY
07-30-10	0820	Hospital West Loading Dock	TRAFFIC ACCIDENT
07-30-10	1500	UVA Outpatient Surgery Center	SUICIDE
07-30-10	1701	Sponsors Hall	ASSIST CITIZEN
07-31-10	1100	Madison Lane	LIQUOR LAW VIOLATION
07-31-10	1930	UVA Hospital East Garage	LARCENY
08-01-10	0340	1827 Madison Lane NO P.I.	TRAFFIC ACCIDENT
08-01-10	2100	UVA Hospital	ASSIST CITIZEN/ECO
08-03-10	1308	Jefferson Park Avenue NO P.I.	TRAFFIC ACCIDENT
08-03-10	1354	1215 Lee Street NO P.I.	TRAFFIC ACCIDENT
08-04-10	0246	1619 University Avenue	DRUNK IN PUBLIC
08-04-10	0420	Monroe Lane	VANDALISM
08-03-10	0830	HSC East Parking Garage	LARCENY
08-04-10	1300	Wilsdorf Hall	LARCENY
08-04-10	1340	UVA Hospital	SUSPICIOUS CIRCUMSTANCE
08-04-10	1530	Campbell Hall	VANDALISM
08-04-10	1445	MR 6	LARCENY
08-04-10	1625	400 South Emmet NO P.I.	HIT & RUN
08-04-10	1630	HSC East Parking Garage	LARCENY
08-04-10	2003	HSC East Parking Garage	SIMPLE ASSAULT
08-04-10	2200	Rotunda	VANDALISM
08-05-10	0220	UVA Hospital	PROPERTY FOUND
08-05-10	0500	Ruffner Hall Parking Lot	PROPERTY DAMAGE
08-05-10	1035	MR5 Building	SUSPICIOUS CIRCUMSTANCE
08-05-10	1533	1335 Lee Street NO P.I.	TRAFFIC ACCIDENT
08-05-10	2000	1350 Jefferson Park Avenue	SUSPICIOUS CIRCUMSTANCE
08-05-10	2112	2100 Ivy Road	ASSIST AGENCY
08-06-10	0236	165 Madison Lane	DRUNK IN PUBLIC
08-06-10	1400	575 Alderman Road	FOUND PROPERTY
08-06-10	1530	575 Alderman Road	FOUND PROPERTY
08-06-10	1600	496 Floyd Drive	ASSAULT
08-07-10	0741	M14 Parking Lot 11th	LARCENY
08-09-10	1440	Lewis Dorm Lounge	LARCENY
08-09-10	2200	476 Farrish Circle	DOA
08-10-10	2119	1400 University Avenue	TRESPASSING
08-11-10	1927	Rothery Road	DRUNK IN PUBLIC
08-12-10	0300	UVA Emergency Department	ASSIST CITIZEN
08-12-10	0315	UVA Medical Center	SUSPICIOUS CIRCUMSTANCES
08-12-10	1430	1222 Jefferson Park Avenue	ASSIST AGENCY
08-12-10	1317	University Hall Parking Lot	LARCENY
08-12-10	1426	Rotunda	TRESPASSING
08-13-10	0735	409 Lane Road	ASSAULT
08-13-10	0155	14th Street/ Grady Avenue	DIP
08-13-10	1236	Zehmer Hall	SUSPICIOUS CIRCUMSTANCES
08-13-10	1530	1215 Lee Street	WARRANT SERVICE
08-13-10	1910	UVA Hospital	ASSIST AGENCY
08-13-10	2200	UVA Hospital West	SIMPLE ASSAULT
08-14-10	1206	11TH Street	LARCENY
08-14-10	1315	UVA Hospital	SUSPICIOUS CIRCUMSTANCES
08-14-10	1545	Hancock Drive	ASSIST CITIZEN
08-14-10	2230	Ivy Road	ASSIST AGENCY WARRANT
08-15-10	0305	McKim Hall	PROPERTY DAMAGE
08-15-10	0945	HSC East Parking Garage	LARCENY
08-15-10	1422	1215 Lee Street	TRAFFIC STOP
08-16-10	0518	Lee Street	SUSPICIOUS CIRCUMSTANCE
08-16-10	1255	Hospital Loading Dock	TRAFFIC ACCIDENT
08-16-10	1754	1335 Lee Street	LARCENY ALL OTHER
08-16-10	2200	Tuttle House	FIRE ALARM
08-17-10	0826	Carr’s Hill Field	LARCENY
08-17-10	1245	UVA Hospital	ASSIST AGENCY
08-17-10	1255	UVA Procurement Office	SUSPICIOUS CIRCUMSTANCES
08-17-10	1826	HSC East Parking Garage	LARCENY
08-17-10	2015	Aquatic & Fitness Center	ASSIST CITIZEN
08-18-10	1800	HSC South Parking Garage	LARCENY
08-18-10	1611	UVA Hospital West	ASSIST AGENCY
08-19-10	0440	UVA Hospital ER	ASSIST AGENCY
08-19-10	1230	Wilsdorf Hall	SUSPICIOUS CIRCUMSTANCES
08-19-10	2150	Emmet Street/Sprigg Lane	TRAFFIC VIOLATION
08-20-10	0144	14th Street/ University Avenue	DIP
08-20-10	1015	Clemons Library	LARCENY FROM BLDG
08-20-10	1325	Emmet Street	PROPERTY LOST
08-20-10	0020	1215 Lee Street	ASSIST AGENCY
08-21-10	1300	UVA Bookstore	ASSIST CITIZEN
08-21-10	2230	UVA Hospital	SAFEKEEPING
08-21-10	2340	Humphreys Dorm	ASSIST CITIZEN MEDICAL
08-21-10	2021	McCormick Road	TRAFFIC ACCIDENT
08-23-10	0155	Mitchell Dorm	ASSIST CITIZEN MEDICAL
08-23-10	0500	Dunnington Dorm	ASSIST CITIZEN MEDICAL
08-23-10	01751	Emmet Street	TRAFFIC ACCIDENT
08-23-10	1843	Newcomb Hall	ASSIST CITIZEN MEDICAL
08-23-10	1900	UVA Bookstore	LARCENY
08-24-10	0048	Echols Dorm	ASSIST CITIZEN
08-24-10	0200	Lee Street/11th Street	ASSIST CITIZEN
08-24-10	1210	Jordan Hall	BURGLARY
08-24-10	1627	UVA Police Department	SUSPICIOUS CIRCUMSTANCES
08-25-10	1340	Reactor Building	LARCENY
08-25-10	1425	Lee Street NO P.I.	TRAFFIC ACCIDENT
08-25-10	1545	1215 Lee Street	ANNOYING PHONE CALLS
08-25-10	2115	420 McCormick Road	LOST PROPERTY
08-26-10	1625	1215 Lee Street NO P.I.	TRAFFIC ACCIDENT
08-27-10	0355	Ruffner Hall	LIQUOR LAW VIOLATION
08-27-10	0420	Stacey Hall	ASSIST CITIZEN
08-27-10	1230	UVA Chapel	VANDALISM
08-27-10	1310	Clark Hall	TRESPASSING
08-27-10	0900	Peabody Hall	ANNOYING EMAIL
08-27-10	1224	Woody Dorm	LARCENY
08-27-10	1408	MR4 Building	LARCENY
08-27-10	1729	Lile House	LARCENY
08-27-10	2140	UVA Police Department	LOST PROPERTY
08-28-10	0400	161 Rugby Road	LARCENY
08-28-10	0420	Kent Dorm	ASSIST CITIZEN
0828-10	0400	1220 West Main Street	DISORDERLY CONDUCT
