Date	Time	Location	Description
05-02-13	2007	1215 Lee Street	SUSPICIOUS CIRCUMSTANCE
05-03-13	0215	University Ave	DRUNK IN PUBLIC
05-03-13	1115	Lee Street	ASSIST AGENCY
05-03-13	1154	Alderman Rd	LARCENY
05-03-13	1500	Monroe Lane	VEHICLE CRASH
05-04-13	0314	Gooch Dorm	LARCENY
05-05-13	2300	164 McCormick Road	MOTOR VEHICLE THEFT
05-06-13	0218	Jefferson Park Avenue	DUI
05-06-13	0420	McCormick	TRESPASS
05-06-13	0757	Scott Stadium Parking Lot	VEHICLE ACCIDENT
05-06-13	1115	McCue Center	THREATENING PHONE CALLS
05-07-13	1115	575 Alderman Road	Burglary
05-07-13	1405	1215 Lee Street	ASSIST AGENCY
05-07-13	1430	Stacey Hall	LARCENY
05-07-13	1645	1215 Lee Street	DIP
05-07-13	2115	11th Street Parking Garage	PROPERTY DAMAGE
05-08-13	0705	400 S. Emmet Street	FOUND PROPERTY
05-08-13	1300	450 Treehouse Drive	MOTOR VEHICLE THEFT
05-08-13	1230	Alderman	TRAFFIC ACCIDENT
05-08-13	1623	UVA Medical Center	ASSIST AGENCY
05-08-13	1544	Clemmons Library	LARCENY
05-08-13	2100	1215 Lee Street	FOUND PROPERTY
05-09-13	1200	McCormick Road dorms area	FOUND PROPERTY
05-09-13	1305	1215 Lee Street	SEXUAL ASSAULT
05-10-13	0109	Jefferson Park Avenue	DUI
05-10-13	0320	Jefferson Park Avenue	DIP
05-10-13	0930	Hancock	VANDALISM
05-10-13	0951	Ivy	PROPERTY DAMAGE
05-10-13	1500	Dillard	LARCENY
05-10-13	1320	Dillard	LARCENY
05-10-13	1555	Alderman Road	LARCENY
05-10-13	1913	Sprigg lane	LARCENY
05-10-13	2121	Campbell Hall	LOST PROPERTY
05-11-13	0130	UVA Medical	SUSPICIOUS CIRCUMSTANCE
05-11-13	0200	McCormick Rd	LOST PROPERTY
05-11-13	0050	1215 Lee St Medical Center	ASSIST AGENCY
05-11-13	0606	Lee St	ASSIST AGENCY
05-11-13	0405	291 McCormick Rd	TRESPASS/WARNING
05-11-13	0605	Morton Dr. / N. Emmett St.	DUI
05-11-13	0847	The Lawn	Lost PROPERTY
05-11-13	0935	Alderman Library Bicycle Rack	LARCENY
05-11-13	1156	Gooch Dillard Bicycle Rack	LARCENY
05-11-13	1548	Computer Trespass	COMPUTER TRESPASS
05-12-13	0305	McCormick Road Steam Tunnels	TRESPASS
05-12-13	0557	East Range	BURGLARY
05-12-13	2206	Brooks Hall	VANDALISM
05-13-13	1703	1732 University Avenue Brooks Hall	VANDALISM
05-13-13	1800	1101 Millmont Street	ANNOYING PHONE CALLS
05-14-13	1048	120 Darden Boulevard	VANDALISM
05-14-13	0900	50 Bonnycastle Drive	EMPLOYEE TERMINATION
05-14-13	1330	417 South Emmet Street	ASSIST CITIZEN
05-14-13	1440	UVA Hospital Pediatric Clinic	LOST PROPERTY
05-15-13	0316	101 Hospital Drive	PROPERTY DAMAGE
05-15-13	1300	Claude Moore Nursing Building	SUSPICIOUS CIRCUMSTANCES
05-15-13	1430	1215 Lee Street	ASSAULT
05-15-13	1535	Randall Hall	B & E
06-16-13	1115	McCormick RD & Alderman NO PI	TRAFFIC ACCIDENT
05-16-13	1200	1300 Jefferson Park Ave	LARCENY
05-16-13	1700	1335 Lee Street Eye Clinic	FIRE ALARM
05-17-13	1200	2100 Block	ASSAULT AGGRAVTED
05-17-13	1230	345 Crispell DR	FIRE
05-17-13	1915	1702 University Ave	D.I.P.
05-18-13	0616	1200 Emmet Street	DUI
05-18-13	1900	1210 Lee Street	PROPERTY DAMAGE
05-19-13	0544	N. Emmet	DUI
05-19-13	0920	Barracks Rd	TRESPASS
05-19-13	1230	Aquatics Fitness Center	LARCENY
05-19-13	1742	McCormick Rd	LOST PROPERTY
05-19-13	2030	161 Rugby Road	BREAKING AND ENTERING
05-20-13	1350	400 South Emmet St	PROPERTY DAMAGE
05-20-13	1246	510 Massie Rd	ASSIST AGENCY
05-20-13	1500	1826 University Ave	ASSIST AGENCY
05-20-13	1435	352 McCormick Road	TRAFFIC ACCIDENT
05-20-13	1515	508 Floyd Drive	LARCENY
05-20-13	1755	1210 Lee St	PROPERTY DAMAGE
05-20-13	1644	x	x
05-21-13	0624	1221 Lee Street	LARCENY
05-21-13	0955	1101 Millmont Street	LARCENY
05-21-13	2200	13th Street NW & Wertland Street	MEDICAL ASSIST
05-22-13	0959	Sunnyside	PROPERTY DAMAGE
05-22-13	1645	Facilities Management	VANDALISM
05-22-13	1820	1306 Lane Road	LARCENY
05-22-13	1650	15 West Range	LARCENY
05-23-13	0913	470 Farrish Circle	BURGLARY
05-23-13	1121	Garrett Hall	HARASSING EMAILS
05-23-13	1245	1215 Lee Street	ASSAULT
05-24-13	0100	1400 University Avenue	DIP
05-24-13	0938	100 Darden Boulevard	PROPERTY DAMAGE
05-24-13	1240	Alderman Road & Pratt Drive	Failure to provide ID
05-24-13	2300	165 Rugby Road	SEXUAL ASSAULT
05-25-13	0359	1605 Jefferson Park Ave	B & E
05-25-13	1323	Brandon Ave	TRAFFIC ACCIDENT
05-28-13	0545	1600 North Emmet Street	DUI
05-28-13	1155	735 Alderman Road	LARCENY
05-28-13	1007	466 Lambeth	LARCENY
05-28-13	1250	1215 Lee Street	BREAKING & ENTERING
05-29-13	2317	1015 Massie Rd	TRESPASSING
05-30-13	0130	1215 Lee Street	LARCENY
05-30-13	0718	Hospital Drive	FOUND PROPERTY
05-30-13	1640	Page Dorm	PROPERTY DAMAGE
05-31-13	0848	Outpatient Surgery	DISORDERLY CONDUCT
05-31-13	1205	1222 Jefferson Park Avenue	ASSIST AGENCY
05-31-13	1354	160 Cabell Drive	LOST PROPERTY
05-31-13	1357	McKim Hall	BREAKING & ENTERING
06-01-13	0240	S. Emmet at McCormick	DUI
06-02-13	1215	815 Stadium Road	FOUND PROPERTY
06-03-13	0630	Pratt Drive	TRAFFIC ACCIDENT
06-04-13	1430	1215 Lee Street Medical Center	SIMPLE ASSAULT
06-05-13	0240	1611 University Ave	D.I.P.
06-05-13	1130	580 Massie Road Law School	B & E
06-05-13	1140	434 Lannigan Drive	ASSIST CITIZEN
06-05-13	1243	450 Whitehead Rd	TRAFFIC ACCIDENT
06-05-13	2100	UVA Hospital	ASSIST CITIZEN
06-06-13	0315	140 N. Emmet Street	DUI
06-06-13	1838	1215 Lee Street	DIP
06-07-13	1415	210 S Emmet Street	PROPERTY DAMAGE
06-07-13	1401	Lee Street Parking Garage	PROPERTY DAMAGE
06-07-13	1430	T4 Parking Lot	PROPERTY DAMAGE
06-07-13	2025	1335 Lee Street	ASSAULT
06-08-13	0930	1221 Lee St	LARCENY
06-08-13	1125	1300 JPA	TRAFFIC ACCIDENT
06-09-13	0300	30 East Lawn	Simple Assault
06-09-13	1018	999 Groves Street	Found Property
06-09-13	1633	600 McCormick Road	Narcotics Violation
06-09-13	1706	450 Whitehead Road	Property Damage
06-10-13	0110	Hospital Drive	PROPERTY DAMAGE:
06-11-13	1031	11th St Parking Garage	BURGLARY
06-11-13	1325	Commonwealth Court	ASSIST CITIZEN
06-11-13	1359	Medical Research Building	BURGLARY
06-11-13	1415	Medical Center Emergency Department	ASSIST AGENCY
06-11-13	1700	Medical Center Emergency Department	ASSIST
06-11-13	1655	West Complex Urology Clinic	PROPERTY DAMAGE
06-11-13	1700	11th Street Garage	PROPERTY DAMAGE
06-12-13	0500	Bavaro Hall	FOUND PROPERTY
05-10-13	1539	Stadium Rd	LARCENY
06-12-13	2210	University Ave	DIP
06-13-13	0845	1215 Lee Street	PROPERTY
06-14-13	1244	1215 Lee Street	LARCENY
06-14-13	1346	1215 Lee Street	ASSIST AGENCY
06-14-13	1415	1215 Lee Street	SUSPICIOUS CIRCUMSTANCE
06-14-13	1745	1400 Block of Jefferson Park Avenue NO. P.I.	VEHICLE ACCIDENT
06-15-13	0100	2400 Block of Ivy Road	DUI
06-15-14	1710	1215 Lee Street	ASSIST AGENCY
06-16-13	0930	10 Duffy Blvd	ASSIST MEDICAL
06-16-13	1219	Main Hospital	TRESPASS
06-16-13	1257	583 Brandon House	LARCENY
06-17-13	0943	11th St Garage	LARCENY
06-17-13	0850	Hospital West Complex	BREAKING AND ENTERING
06-17-13	1457	575 Alderman Road	PROPERTY DAMAGE
06-18-13	0721	11 Parking Lot	MOTOR VEHICLE THEFT
06-18-13	0932	1540 JPA	SUSPICIOUS CIRCUM STANCE
06-18-13	0957	Fiske Kimball Library	VANDALISM
06-18-13	1224	1221 Lee Street	LOST PROPERTY
06-18-13	1629	UVA Hospital	PROPERTY DAMAGE
06-19-13	0805	UVA Police Department	LOST PROPERTY
06-19-13	1215	165 Rugby Road	TRESPASS
06-19-13	1323	Abbott Center	ANNOYING PHONE CALLS
06-19-13	2015	Central Parking Garage	FOUND PROPERTY
06-20-13	0400	160 McCormick Rd	TRESPASS
06-20-13	0926	UVA Hospital	BREAKING & ENTERING
06-20-13	1228	Bellair Market	FOUND PROPERTY
06-20-13	1500	500 Edgemont	BREAKING & ENTERING
06-20-13	05:31	1222 Jefferson Park Avenue	TRAFFIC ACCIDENT
06-21-13	0438	100 BLK Elliewood Ave	DUI
06-21-13	1700	UVA Campus	LOST PROPERTY
06-21-13	1720	450 Whitehead Rd	MEDICAL ASSIST
06-21-13	1655	1215 Lee ST	LARCENY
06-22-13	1413	60 Monroe Hill	LARCENY
06-23-2013	1515	SICU unit 5th floor UVA Hospital	FOUND PROPERTY
06-23-2013	1900	100 Hospital Dr.	TRESPASSING
06-24-2013	1114	Crispell drive NO PI	ACCIDENT
06-24-2013	1250	Massie Road	ACCIDENT
06-24-2013	1540	Lee St UVA Hospital	ASSIST AGENCY
06-26-13	0450	Lambeth Commons	LIQUOR LAW VIOLATION
06-26-13	1640	UVA Hospital 1215 Lee Street	LARCENY
06-26-13	2325	Darden Garage	FOUND PROPERTY
06-27-13	1220	1215 Lee Street Medical Center	VANDALISM
06-27-13	1112	7 Parking Lot at Pavilion VI	SUSPICOUS CIRCUMSTANCE
06-27-13	1549	1215 Lee St Medical Center	LOST PROPERTY
06-27-13	1900	UVA 11th Street Garage	TRESPASS
06-28-13	1230	1204 West Main St	ASSIST CITIZEN
06-28-13	0930	454 Lambeth Field Apt	MOTOR VEHICLE THEFT
06-28-13	1530	UVA Hospital	LARCENY
06-28-13	1439	O’Hill Dining	SUSPICIOUS CIRCUMSTANCE
06-28-13	1700	2504 Stadium Rd	LARCENY
06-28-13	1650	UVA 11th Street Garage Level E	PROPERTY DAMAGE
06-29-13	0100	1215 Lee Street	LOST PROPERTY
06-29-13	0246	101 Hospital Drive	TRESPASS
06-29-13	0145	1215 Lee Street	THREATENING PHONE CALLS
06-29-13	2300	119 Emmet Street North	SUSPICIOUS CIRCUMSTANCE
06-30-13	0100	JPA / Main Street	TRESPASS
06-30-13	2304	Medical Center	ASSIST AGENCY
07-01-13	1400	1335 Lee Street	ASSIST AGENCY
07-02-13	1117	1001 Emmet Street	SUSPICIOUS CIRCUMSTANCE
07-02-13	2225	UVA Hospital 5 West SICU	ASSIST AGENCY
07-03-13	1350	415 Ray C. Hunt Drive	LOST PROPERTY
07-03-13	1730	McKim Hall	BURGLARY
07-05-13	0410	Culbreth RD	ASSIST CITIZEN MEDICAL
07-05-13	0501	328 Mccormick Rd	TRESPASS
07-06-13	0454	Emmett St./ Massie Rd	TRESPASS
07-06-13	0225	Rugby Rd	D.I.P
07-06-13	0500	110 Bailey Dr 201300706/52	D.I.P
07-06-13	1405	Culbreth Theater	ASSIST CITIZEN MEDICAL
OCC:	07-07-13	1215 Lee St.	ASSIST OTHER AGENCY
07-08-13	0530	100 Darden Boulevard	VANDALISM
07-08-13	0300	248 McCormick Road Chemistry Bldg	FOUND PROPERTY
07-08-13	1000	134 Mimosa Court	LARCENY
07-08-13	1412	1215 Lee Street	FOUND PROPERTY
07-09-13	0330	804 West Main Street	ASSIST AGENCY
07-09-13	1800	416 McCormick Road	SUSPICIOUS CIRCUMSTANCES
07-09-13	1707	200 Jeanette Lancaster Way NO PI	TRAFFIC ACCIDENT
07-09-13	1745	Alderman Library	FOUND PROPERTY
07-09-13	1714	450 Whitehead Road NO PI	TRAFFIC ACCIDENT
07-10-13	0800	2304 Ivy Road	ASSIST CITIZEN
07-10-13	1359	1215 Lee Street	PROPERTY DAMAGE
07-10-13	1315	Primary Care Center	SUSPICIOUS CIRCUMSTANCES
07-10-13	1100	4	SUSPICIOUS PERSON
07-10-13	1930	Old Medical School	LARCENY
07-11-13	1540	1215 Lee Street	LARCENY
07-11-13	1645	1335 Lee Street NO PI	HIT & RUN
07-12-13	1047	180 McCormick Road	PROPERTY DAMAGE
07-12-13	1145	UVA Art Museum	PROPERTY DAMAGE
07-13-13	0134	University Ave	D.I.P
07-13-13	1844	2150 Barracks Road 201300728/47	TRESSPASS
07-13-13	1859	2150 Barrack Road	TRESSPASS
07-13-13	2100	1015 Massie Rd	ASSIST AGENCY
07-14-13	0600	Ruffin Hall	PROPERTY DAMAGE
07-13-13	1630	Rotunda Alley	PROPERTY DAMAGE
07-14-13	2055	1215 Lee Street	SIMPLE ASSAULT
07-15-13	1104	Jefferson Park Avenue	TRAFFIC ACCIDENT
07-15-13	1314	Hancock Dr	ASSIST MEDICAL
07-16-13	0400	300 Whitehead Road	MEDICAL ASSIST
07-16-13	1220	1300 West Main Street	PROPERTY DAMAGE
07-16-13	1300	UVA Hospital	LARCENY
07-16-13	1500	Lee Street Garage	LARCENY FROM VEHICLE
07-16-13	1955	204 S Emmett Street Snyder Tennis Courts	LARCENY
07-17-13	0025	Jefferson Park Avenue & Lee Street	ASSIST AGENCY
07-16-13	2331	271 Ridge McIntire	SUSPICIOUS CIRCUMSTANCES
07-16-13	2400	1521 University Avenue	DIP
07-17-13	1030	Facilities Management	ASSIST AGENCY
07-17-13	1022	West Complex Heating Plant	BREAKING AND ENTERING
07-17-13	1449	UVA Emergency Department	SAFEKEEPING
07-18-13	0100	1215 Lee Street	DISORDERLY CONDUCT
07-18-13	0750	Crispell Drive	TRAFFIC ACCIDENT
07-18-13	1200	218 14th Street	ASSIST CITIZEN
07-18-13	1230	Gilmer Hall	SUSPICIOUS CIRCUMSTANCES
07-18-13	1154	l222 JPA, 3rd Floor	DISORDERLY CONDUCT
07-18-13	1430	Nau Hall	SUSPICIOUS CIRCUMSTANCES
07-18-13	1550	Lee Street	TRAFFIC ACCIDENT
07-18-13	1919	Medical Center 7 East	LARCENY
07-19-13	1458	1340 JPA, Jordon Hall	BREAKING AND ENTERING
07-19-13	1320	1826 U. Ave/ Rotunda	LOST PROPERTY
07-20-13	1730	1215 LEE STREET	WARRANT SERVICES
07-22-13	1250	Kent Dorm	SUSPICIOUS CIRCUMSTANCES
07-22-13	1400	New Cabell Hall	ASSIST CITIZEN
07-26-13	1540	2009 Stadium Road	HIT AND RUN
07-26-13	1930	2304 Ivy Road	FOUND PROPERTY
07-27-13	1106	Carrs Hill Field	PROPERTY DAMAGE
07-27-13	1050	124 Mimosa Drive	PROPERTY DAMAGE
07-27-13	2105	1221 Lee Street	ASSIST AGENCY
07-28-13	2010	1221 Lee Street	ASSIST AGENCY
07-29-13	1606	Lee Street Garage	PROPERTY DAMAGE
07-29-13	2040	2 Lot Brandon Avenue	VANDALISM
7-30-13	0241	2015 Ivy Road	VANDALISM
7-30-13	0830	417 South Emmett Street	FOUND PROPERTY
07-30-13	0959	11th St Parking Garage	PROPERTY DAMAGE
07-30-13	1057	1215 Lee Street Medical Center	SEX OFFENSE
07-31-2013	0810	117 11th st 11th Street Garage	ACCIDENT
07-31-13	0825	1221 Lee Street Primary Care	SUSPICIOUS CIRCUMSTANCES
08-01-13	0930	85 Engineers Way	LARCENY
08-01-13	0759	575 Alderman Rd	BREAKING AND ENTERING
08-01-13	1500	1221 Lee Street Primary Care Center	LARCENY
08-01-13	1856	1215 Lee St Medical Center	ASSIST AGENCY
08-01-13	2100	1210 Lee Street East Parking Garage	PROPERTY DAMAGE
#	REPORT	x	x
08-04-13	2330	Birdwood Golf Course	ANIMAL COMPLAINT
08-04-13	2330	1335 Lee Street	TRESPASSING
08-05-13	1630	1001 Emmet Stree5	SUSPICIOUS CIRCUMSTANCES
08-05-13	1723	382 McCormick Rd	CREDIT CARD FRAUD
08-06-13	1350	1215 Lee Street	LARCENY
08-06-13	1830	1215 Lee Street	ASSIST AGENCY
08-07-13	1950	450 whitehead Rd	LARCENY
08-08-13	1304	1321 Lee Street	LARCENY
08-08-13	2300	160 McCormick Road	TRESPASS
08-09-13	0716	700 Blk. W. Main St.	ASSAULT ON POLICE OFFICER
08-09-13	0845	100 Darden Blvd.	SUSPICIOUS CIRCUMSTANCE
08-09-13	1325	1215 Lee Street	LARCENY
08-09-13	1718	University Gardens	ASSIST CITIZEN
08-09-13	2345	1215 Lee St	FOUND PROPERTY
08-10-13	0426	University Ave & Hospital Drive	DUI
08-10-13	1121	1500 Jefferson Park Ave bus stop	FOUND PROPERTY
08-11-13	0402	1215 Lee Street	FOUND PROPERTY
08-12-13	0710	415 Lane Road	ASSIST CITIZEN
08-12-13	0835	1215 Lee Street	SIMPLE ASSAULT
08-12-13	1200	1335 Lee Street	LARCENY
08-13-13	1300	UVA Hospital 3 East	LARCENY
08-13-13	1357	1610 Avon Street	ASSIST AGENCY
08-13-13	1829	1215 Lee Street	ASSIST AGENCY
08-14-13	0019	1335 Lee Street	TRESPASSING
08-14-13	0600	580 Massie Road	PROPERTY FOUND
08-15-13	0415	600 Massie Road	ASSIST CITIZEN
08-15-13	0519	1215 Lee Street	ASSIST AGENCY
08-15-13	1307	1215 Lee Street	ASSIST AGENCY
08-16-13	0800	149 Newcomb Rd	SUSPICIOUS CIRCUMSTANCE
08-16-13	1430	1215 Lee St	SUSPICIOUS CIRCUMSTANCE
08-16-13	2310	1400 Block University	ASSIST AGENCY
08-17-13	0915	100 Darden Blvd	SIMPLE ASSAULT
08-17-13	2100	1200 W. Main St	TRESPASS
08-18-13	1948	1210 Lee Street	VANDALISM
08-19-13	0900	1335 Lee Street	LOST PROPERTY
08-19-13	2100	290 Massie Road NO PI	HIT AND RUN
08-20-13	0650	Alderman Rd & McCormick Rd	TRAFFIC ACCIDENT
08-20-13	2032	1215 Lee Street	ASSIST AGENCY
08-21-13	0645	1101 Millmont Street	TRAFFIC ACCIDENT
08-21-13	1100	Lambeth Field Residences	FOUND PROPERTY
08-21-13	1447	1335 Lee Street	LARCENY
08-21-13	2340	1215 Lee Street	DIP
08-22-13	1700	Lee St Garage NO PI	HIT & RUN
08-22-13	2140	291 McCormick Rd Minor Hall	FOUND PROPERTY
08-23-13	0920	1826 University Ave	VANDALISM
08-23-13	1050	1222 Jefferson Park Ave	WARRANT SERVICE
08-23-13	1300	90 Gerard Drive	LARCENY
08-23-13	1440	100 Darden Blvd	LARCENY
08-23-13	1800	505 Edgemont Road	ASSIST CITIZEN MEDICAL
08-23-13	2124	1215 Lee Street	ASSIST AGENCY
08-24-13	0223	W.Main St & Roosevelt Brown	SIMPLE ASSAULT/DUI
08-24-13	0733	Lambeth Services Rd	STATE OWNED VEHICLE CRASH
08-24-13	1116	East Lawn	BREAKING/ENTERING
08-24-13	1730	Brooks Hall	TRESPASS
08-25-13	0026	450 Lambeth Commons	ASSIST CITIZEN
08-25-13	0423	14th St and Wertland St	DISORDERLY CONDUCT
08-25-13	1716	145 McCormick Rd	FOUND PROPERTY
08-26-13	0228	585 McCormick Road	ASSIST CITIZEN
08-26-13	1059	East Lawn	PROPERTY LOST
08-26-13	1330	1215 Lee Street	LARCENY
08-26-13	1711	Brandon Ave	PROPERTY DAMAGE
08-26-13	2034	510 Buckley Drive	OBSCENE PHONE CALLS
08-26-13	1837	1215 Lee Street	MOTOR VEHICLE THEFT
08-26-13	2120	510 Buckley Drive	ASSIST AGENCY
08-27-13	0130	173 Culbreth Road	MEDICAL ASSIST
08-267-13	0200	Lambeth Commons	TREPASS
08-27-13	0145	Emmet Street at Ivy Road	DUI
08-27-13	1430	500 Birdwood Drive	LARCENY
08-27-13	1845	Hancock Circle	MOTOR VEHICLE THEFT
08-28-13	0142	405 South Emmet Street	NARCOTICS VIOLATION
08-28-13	0730	400 Monroe Lane	FOUND PROPERTY
08-28-13	0857	457 Pratt Drive NO PI	ACCIDENT
08-28-13	0950	1215 Lee Street	SUSPICIOUS CIRCUMSTANCES
08-28-13	1155	1335 Lee Street	LOST PROPERTY
08-28-13	1330	1215 Lee Street	FOUND PROPERTY
08-28-13	1550	400 Monroe Lane	LARCENY
08-28-13	1630	10 Bonnycastle Drive	FOUND PROPERTY
08-28-13	1745	1215 Lee Street	SIMPLE ASSAULT
08-29-13	0545	100 Darden Boulevard	PROPERTY DAMAGE
08-29-13	0700	1605 Jefferson Park Avenue	ASSIST CITIZEN
08-29-13	1000	580 Massie Road	FOUND PROPERTY
08-29-13	0930	Alderman Rd/Maury Ave PI	TRAFFIC ACCIDENT
08-29-13	1135	11th Street Garage NO PI	TRAFFIC ACCIDENT
08-29-13	1630	248 McCormick Road	FOUND PROPERTY
08-30-13	0339	200 14th Street	DRUG VIOLATION
08-30-13	1140	145 McMormick Road	PROPERTY LOST
08-30-13	1430	1215 Lee Street	LARCENY
08-30-13	1459	1101 Millmont Street	TRAFFIC ACCIDENT
08-30-13	1600	1826 University Avenue	LARCENY
08-30-13	1600	1826 University Avenue	DIP
08-30-13	1423	1300 Lee Street	AGGRAVATED ASSAULT
08-30-2013	2100	180 McCormick Road	LARCENY
08-31-13	0050	Ivy Road	DUI
08-31-13	0700	117 Mimosa Drive	ASSIST CITIZEN MEDICAL
08-31-13	2345	1815 Stadium Road	PUBLIC INTOXICATION
08-31-13	2359	15 Hancock Drive	ASSIST CITIZEN MEDICAL
09-01-13	0028	Alderman at McCormick Road	FOUND PROPERTY
09-01-13	1814	290 Massie Rd	LARCENY
09-01-13	1852	290 Massie Rd	VANDALISM
09-02-13	1001	420 McCormick Road	DAMAGED PROPERTY
09-02-13	1750	180 McCormick Rd	PROPERTY
09-03-13	0830	500 Monroe Lane	VANDALISM
09-03-13	2013	510 Edgemont Road	ACCIDENT
09-03-13	1130	417 Emmet Street	OBSCENE PHONE CALL
09-03-13	1640	4 lot Whitehead Road No PI	TRAFFIC ACCIDENT    T
09-03-13	1817	11th Street Garage	MEDICAL ASSIST
09-04-13	0346	McCormick Rd	DRUNK IN PUBLIC
09-04-13	0700	1215 Lee Sreet	ASSIST AGENCY
09-04-13	1013	Copley Three area	LARCENY
09-04-13	1105	Buckler Drive	LARCENY
09-04-13	1620	161 McCormick Road Clemens Library	LARCENY
09-04-13	1237	Buckler Drive	LARCENY
09-04-13	1336	Buckler Drive	LARCENY
09-04-13	1403	Buckler Drive	LARCENY
09-04-13	2300	450 Treehouse Drive	POSSESSION MARIJUANA
09-05-13	0600	160 McCormick Road	TRESPASS
09-05-13	0702	409 McCormick Road	FOUND PROPERTY
09-05-13	1830	265 Hereford Drive	SIMPLE ASSAULT
09-05-13	2230	831 Buckler Drive	LARCENY
09-05-13	2300	831 Buckler Drive	LARCENY
09-06-13	0150	436 McCormick Road	ASSIST CITIZEN
09-06-13	0200	565 McCormick Road	ASSIST CITIZEN
09-06-13	1120	532 Floyd Drive	LARCENY
09-06-13	1500	265 Hereford Drive	LARCENY
09-06-13	1145	532 Floyd Drive	LARCENY
09-06-13	1315	532 Floyd Drive	VANDALISM
09-06-13	1600	484 Floyd Drive	LARCENY
09-06-13	1819	1815 Whitehead Road	PROPERTY DAMAGE
09-06-13	2100	436 McCormick Road	SEXUAL OFFENSE
09-06-13	2359	165 Rugby Rd	VANDALISM
09-07-13	0600	165 Rugby Road	ASSIST CITIZEN
09-07-13	1215	735 Alderman Road	TREPASS
09/07/2013	1502	2009 Alderman Road	TRAFFIC ACCIDENT
09-07-13	2030	1815 Stadium Road	DIP
09-07-13	1930	1815 Stadium Road	ASSAULT SIMPLE
09-07-13	1616	1815 Stadium Road	ASSAULT SIMPLE
09-07-13	1620	1215 Lee Street	ASSIST CITIZEN
09-07-13	2027	1815 Stadium Road	DIP
09-07-13	1945	1815 Stadium Road	SIMPLE ASSAULT
09-07-13	1711	530 Buckler Drive	LARCENY
09-07-13	2200	1815 Stadium Road	DIP
09-07-13	1930	1815 Stadium Road	LARCENY
09-08-13	0123	508 Floyd Drive	ASSIST CITIZEN MEDICAL
09-08-13	1000	503 Brandon Ave	ASSIST CITIZEN MEDICAL
09/08/2013	1229	1215 Lee St	SUSPICIOUS circumstances
09-08-13	1035	1815 Stadium Road	LOST PROPERTY
09-08-13	1010	2304 Ivy Road	FOUND PROPERTY
09-08-13	1615	Bonny Castle Drive	ASSIST CITIZEN MEDICAL
09-08-13	1532	484 Floyd Drive	LARCENY
09-09-13	0630	478 Floyd Drive	MEDICAL ASSIST
09-09-13	0846	109 Culbreth Road	SUSPICIOUS PERSON
09-09-13	1024	1815 Stadium Road	LARCENY
09-09-13	1245	460 Pratt Drive	LARCENY
09-09-13	1439	1815 Stadium Road	LARCENY
09-09-13	0024	1215 Lee Street	ASSIST AGENCY
09-10-13	1129	1215 Lee Street	FOUND PROPERTY
09-10-13	1137	40 South Lawn	BURGLARY
09-11-13	0719	203 Rugby Rd	VANDALISM
09-11-13	1046	248 McCormick Rd	FOUND PROPERTY
09-11-13	1501	180 McCormick	LOST PROPERTY
09-11-13	1429	1605 JPA	LARCENY
09-12-13	0459	1815 Stadium Road	TRESPASS
09-12-13	0800	409 McCormick Road	FOUND PROPERTY
09-12-13	0800	409 McCormick Road	FOUND PROPERTY
09-12-13	1020	200 South Emmett Street	FOUND PROPERTY
09-11-13	1230	1215 Lee Street	LOST PROPERTY
09-12-13	1201	Massie Rd & Arlington Blvd	TRAFFIC ACCIDENT
09-12-13	1302	484 Floyd Drive	LARCENY
09-12-13	1529	Alderman Rd & George Welsh Way	TRAFFIC ACCIDENT
09-12-13	1750	1210 Lee Street	ANIMAL COMPLAINT
09-13-13	0440	1505 University Avenue	DIP/LIQUOR LAW
09-13-13	0500	1215 Lee Street	ASSIST AGENCY
09-13-13	0805	University Avenue	TRAFFIC ACCIDENT
09-13-13	1030	1215 Lee Street	ASSIST AGENCY
09-13-13	1554	8 East Pavilion	LOST PROPERTY
09-13-13	1132	Alderman Road	TRAFFIC ACCIDENT
09-13-13	1205	525 McCormick Road	LOST PROPERTY
09-13-13	1221	1101 Millmont Road	LARCENY
09-13-13	1754	291 McCormick Rd	PROPERTY DAMAGE
09-14-13	0300	724 Madison Avenue	ASSIST AGENCY
09-14-13	0348	385 Floyd Drive	ASSIST CITIZEN
09-14-13	0233	1826 University Avenue	ASSIST CITIZEN
09-14-13	0320	571 McCormick Road	ASSIST CITIZEN
09-14-13	0230	25 Hancock Drive	ASSIST CITIZEN
09-14-13	0354	2304 Ivy Road	DIP
09-14-13	0500	235 Hereford Drive	ASSIST CITIZEN
09-14-13	1315	100 Darden Blvd NO PI	HIT & RUN
09-14-13	1626	351 McCormick Road	SUSPICIOUS CIRCUMSTANCES
09-15-13	0014	1826 University Avenue	FOUND PROPERTY
09-15-13	0030	1826 University Avenue	FOUND PROPERTY
09-15-13	0300	Lambeth Commons	LIQUOR LAW VIOLATIONS
09-15-13	0154	430 Treehouse Drive	ASSIST CITIZEN
09-15-13	2234	1215 Lee Street	ASSIST AGENCY
09-16-13	0933	1215 Lee Street	ASSIST AGENCY
09-16-13	1730	1340 Jefferson Park Avenue	TRESSPASS
09-16-13	1715	1215 Lee Street	FOUND PROPERTY
09-16-13	2135	160 Peregory Lane	ASSIST AGENCY
09-17-13	1226	110 Darden Boulevard	ASSIST CITIZEN
09-17-13	1230	180 McCormick Road	LOST PROPERTY
09-17-13	2029	1215 Lee Street	WARRANT SERVICE
